First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Michael,Moran,Buy,7839,ELP,HND,First Class,4
Jose,Evans,Buy,23637,LAS,ELP,Business Class,8
Alexander,Cameron,Buy,11849,CUN,ELP,First Class,4
Hayden,Mcdaniel,Buy,4074,DFW,ELP,Business Class,4
Jasmine,Ramirez,Buy,13368,CDG,ELP,Main Cabin,1
Jason,Burke,Buy,25877,ORL,LAX,Business Class,8
Susan,Alvarez,Buy,4308,ORL,LAX,First Class,3
Sandra,Rogers,Buy,22053,CUN,ELP,Main Cabin,8
Brandi,Gordon,Buy,6628,HND,ELP,First Class,6
Alyssa,Reese,Buy,3235,CJS,MEX,First Class,4
Christopher,Ortega,Buy,2835,ELP,CDG,Main Cabin,1
Travis,Burton,Buy,15326,CUN,ELP,Business Class,3
Rachel,Roberson,Buy,26863,ORD,ELP,Business Class,1
Stephen,Ellis,Buy,25223,ORD,ELP,Business Class,6
Michelle,Wood,Buy,6386,BOS,ELP,Main Cabin,8
Sean,Hull,Buy,3766,ELP,LAX,Main Cabin,3
Chris,Holden,Buy,6934,CDG,ELP,Business Class,4
Jonathan,Christian,Buy,22996,ELP,ORD,First Class,1
David,Thomas,Buy,23555,CDG,ELP,Business Class,6
Curtis,Phillips,Buy,2641,LAX,ORL,Business Class,2
Isabella,Gaytan,Buy,10870,ELP,LAX,First Class,5
Mariah,Black,Buy,15968,DFW,ELP,Business Class,5
Sariyah,Russell,Buy,12463,CDG,ELP,Business Class,6
Alexis,Ford,Buy,20717,HND,ELP,Business Class,2
Jasmine,Disney,Buy,14410,ELP,YYZ,Business Class,3
Jeffrey,Delgado,Buy,19734,ELP,BOS,First Class,2
Juan,Brock,Buy,18108,ELP,LHR,Main Cabin,5
Virginia,Phelps,Buy,16307,ELP,JFK,Main Cabin,8
Darlene,Russell,Buy,24693,ORL,LAX,Main Cabin,7
Heidi,Page,Buy,26625,CJS,MEX,First Class,7
Jared,Scott,Buy,7879,ELP,ATL,Main Cabin,5
Bryan,Hardy,Buy,13665,ELP,CUN,Business Class,3
Jennifer,Davidson,Buy,12819,ATL,ELP,Main Cabin,8
Kelly,Herring,Buy,18417,MEX,CJS,First Class,5
Terrence,Dixon,Buy,12499,ORD,ELP,Main Cabin,6
Thomas,Stevenson,Buy,15388,ELP,ATL,Main Cabin,2
Angela,Walker,Buy,23633,LAS,ELP,Business Class,7
Craig,Schaefer,Buy,24696,ORL,LAX,Business Class,3
William,Adkins,Buy,19096,DFW,ELP,Main Cabin,1
Susan,Alvarez,Buy,21187,LAX,ELP,Business Class,4
Heather,Cunningham,Buy,17407,YYZ,ELP,Business Class,4
Ronald,Martinez,Buy,24446,HND,ELP,First Class,4
Gary,Park,Buy,7771,ELP,LHR,Business Class,4
Carl,Foley,Buy,4596,LAS,ELP,Business Class,5
Doris,Moore,Buy,23692,YYZ,ELP,First Class,6
Matthew,Porter,Buy,1249,ELP,LAS,Main Cabin,2
Tanya,Johnson,Buy,10196,CJS,MEX,Main Cabin,1
Brandon,Flores,Buy,23043,LAS,ELP,Business Class,2
Angelica,Bruce,Buy,79,LHR,ELP,Business Class,4
Rebecca,Nguyen,Buy,3650,JFK,ELP,Business Class,4
Alexandra,Robinson,Buy,14815,LAS,ELP,Main Cabin,8
Tami,Alexander,Buy,15968,DFW,ELP,Business Class,7
Teresa,Stewart,Buy,3129,ELP,CDG,First Class,2
Jeffrey,Gonzalez,Buy,8266,CUN,ELP,Business Class,2
Ashley,Jones,Buy,2041,ORL,LAX,Business Class,3
Jessica,Lloyd,Buy,6196,ELP,ORD,First Class,2
James,Brennan,Buy,10238,YYZ,ELP,Main Cabin,6
Katherine,Mcdonald,Buy,3978,ELP,LAS,Main Cabin,3
Richard,Blackwell,Buy,14972,ELP,LHR,First Class,8
Olivia,Richardson,Buy,16336,ELP,LHR,Main Cabin,8
Kristine,Smith,Buy,26678,CDG,ELP,Business Class,1
Krista,Beck,Buy,13812,ELP,CUN,Main Cabin,6
Kathryn,Perez,Buy,9252,ELP,JFK,First Class,2
James,Mitchell,Buy,10599,ELP,JFK,Business Class,5
Tammy,Thomas,Buy,5504,ELP,LHR,Main Cabin,6
Joseph,Lewis,Buy,14037,ATL,ELP,Main Cabin,2
Theresa,Clark,Buy,8341,JFK,ELP,Main Cabin,4
Julie,Alexander,Buy,10454,ELP,JFK,First Class,6
David,Wright,Buy,25657,ORD,ELP,Main Cabin,2
Travis,Ruiz,Buy,6857,LAS,ELP,First Class,3
David,Mills,Buy,10931,ELP,LHR,Business Class,2
Emily,Brady,Buy,19783,BOS,LAX,First Class,4
John,Hill,Buy,13036,LAX,BOS,First Class,3
Matthew,Perez,Buy,17314,ORD,ELP,Business Class,6
Brian,Rojas,Buy,14861,LAX,BOS,First Class,7
Perry,Hill,Buy,15933,ELP,YYZ,Main Cabin,5
Darren,Gibbs,Buy,16647,ORL,LAX,Business Class,5
Amy,Chase,Buy,885,HND,ELP,Main Cabin,3
Patricia,Glenn,Buy,9085,ELP,ATL,First Class,1
Rebecca,Brown,Buy,20138,ELP,ORD,First Class,2
Ronald,Parker,Buy,732,ELP,HND,Main Cabin,3
Alyssa,Smith,Buy,26145,ELP,LAS,Business Class,1
Brett,Mathis,Buy,1171,ELP,CDG,Main Cabin,2
Mindy,Ross,Buy,17939,ELP,LAS,Main Cabin,7
Barbara,Robertson,Buy,3051,ELP,BOS,Main Cabin,1
Micheal,Sanders,Buy,17265,YYZ,ELP,First Class,1
Lisa,Robinson,Buy,12850,LAS,ELP,First Class,2
Daniel,Smith,Buy,12952,ELP,ORD,Main Cabin,2
Crystal,Young,Buy,25060,LAX,ELP,Business Class,8
Donald,Haynes,Buy,14482,ATL,ELP,First Class,5
Jennifer,Smith,Buy,3145,HND,ELP,Business Class,1
Theresa,Clark,Buy,11595,ELP,DFW,Business Class,3
Katherine,Evans,Buy,18346,ELP,LAX,Business Class,3
Ariel,Disney,Buy,21388,LAS,ELP,Business Class,5
Jeffrey,Rodriguez,Buy,2452,ELP,LAS,Main Cabin,4
Mark,Butler,Buy,6222,ELP,BOS,Main Cabin,5
Jeffrey,Weiss,Buy,7796,LAX,ORL,Main Cabin,6
Brian,Rojas,Buy,19337,BOS,LAX,Business Class,1
Dalton,Bryant,Buy,12263,ORL,LAX,First Class,8
David,Hayes,Buy,24153,ELP,DFW,Main Cabin,8
Anthony,Barber,Buy,14144,ELP,HND,First Class,7
Timothy,Wagner,Buy,498,ELP,LAS,First Class,4
Christina,Valtierra,Buy,7885,ELP,JFK,First Class,6
Jerry,Rodriguez,Buy,13194,ELP,CUN,Business Class,1
Anthony,Brooks,Buy,5301,LAX,ELP,Main Cabin,1
Paul,Fisher,Buy,6079,JFK,ELP,First Class,2
Hunter,Moore,Buy,3685,CJS,MEX,Business Class,2
Stephanie,Mcdonald,Buy,8953,ELP,BOS,Main Cabin,7
Jennifer,Huang,Buy,24897,HND,ELP,First Class,8
Bryan,Wise,Buy,21280,ELP,CUN,Main Cabin,2
Chad,Green,Buy,5411,YYZ,ELP,Business Class,2
Zachary,Ellison,Buy,3695,MEX,CJS,First Class,7
Brittany,Andrews,Buy,25747,CUN,ELP,First Class,5
Rachel,Phillips,Buy,10354,ORL,LAX,Business Class,8
Kimberly,Harris,Buy,25045,ELP,DFW,Main Cabin,2
Jose,Smith,Buy,16039,ELP,LHR,Main Cabin,7
Tiffany,Davis,Buy,15475,CUN,ELP,Main Cabin,8
Amanda,Johnson,Buy,24307,DFW,ELP,Business Class,6
Jesse,Montgomery,Buy,9723,LAS,ELP,Business Class,4
Micheal,Sanders,Buy,24123,ELP,YYZ,Main Cabin,3
Richard,Paul,Buy,15011,LAX,BOS,First Class,3
Kayla,Mahoney,Buy,16883,ELP,ATL,First Class,6
Renee,Bradley,Buy,22102,LAX,ELP,Main Cabin,5
Colleen,Torres,Buy,18645,DFW,ELP,Business Class,4
Enrique,Rico,Buy,5386,LAX,ORL,First Class,6
John,Blevins,Buy,3081,CJS,MEX,Main Cabin,7
Angelica,Bruce,Buy,10933,ELP,LHR,First Class,8
Rose,Burgess,Buy,334,ATL,ELP,First Class,3
Emily,Brady,Buy,11259,LAX,BOS,Business Class,3
Mickey,Mouse,Buy,6922,YYZ,ELP,First Class,4
Keith,Ortiz,Buy,21999,ELP,LAS,Business Class,5
Teresa,Jacobs,Buy,16334,LAS,ELP,Business Class,6
Destiny,Ferguson,Buy,10816,LAX,BOS,Main Cabin,2
Alexandra,Robinson,Buy,891,ELP,DFW,Business Class,2
Philip,Holt,Buy,26253,LAX,ELP,First Class,5
Anthony,Barber,Buy,6077,JFK,ELP,Main Cabin,2
Elizabeth,Rodriguez,Buy,9389,ORD,ELP,Main Cabin,7
Andrew,Garcia,Buy,12479,ELP,DFW,First Class,8
Edward,Johnson,Buy,26384,ELP,HND,First Class,3
Jason,Burke,Buy,9930,ELP,YYZ,Main Cabin,6
Simba,King,Buy,20409,CDG,ELP,First Class,7
Ruth,Ponce,Buy,6476,HND,ELP,Main Cabin,5
Michael,Flores,Buy,23483,ELP,LAS,Business Class,4
Alicia,Jenkins,Buy,25398,ELP,LAS,Main Cabin,5
Heidi,Barker,Buy,21159,CDG,ELP,Main Cabin,8
Sean,Medina,Buy,15345,CDG,ELP,First Class,6
Samantha,Thomas,Buy,19240,ELP,DFW,First Class,2
Wendy,Stanton,Buy,10191,LHR,ELP,Business Class,7
Travis,Ruiz,Buy,4783,BOS,LAX,First Class,3
Bobby,Gonzales,Buy,18353,ELP,ORD,First Class,6
Mark,Gonzalez,Buy,13181,LAX,ORL,First Class,4
Gustavo,Rubio,Buy,18655,LAX,ELP,First Class,2
Brett,Wallace,Buy,7099,HND,ELP,Business Class,4
Tanya,Davis,Buy,14800,ELP,BOS,First Class,3
Garab,Dorji,Buy,8450,ELP,DFW,First Class,2
Emily,Richardson,Buy,26238,ELP,DFW,Main Cabin,8
Crystal,Hayes,Buy,13754,ELP,BOS,First Class,3
Nicholas,Anderson,Buy,7949,BOS,LAX,Business Class,6
Alexander,Kelly,Buy,12632,ELP,DFW,First Class,5
Jennifer,Schultz,Buy,22281,ELP,JFK,Business Class,1
Brandon,Neal,Buy,4110,ELP,JFK,Main Cabin,7
Andrew,Parks,Buy,21108,MEX,CJS,Main Cabin,4
Lisa,Garrett,Buy,20128,DFW,ELP,Business Class,8
Stacey,Paul,Buy,6752,CUN,ELP,Business Class,1
Angela,Walker,Buy,10428,LAX,ELP,Business Class,6
Mulan,Disney,Buy,24421,ELP,YYZ,Business Class,7
Ashley,Morales,Buy,16565,ELP,DFW,Business Class,2
Mindy,Ross,Buy,12392,LAS,ELP,First Class,3
Woody,Disney,Buy,16898,JFK,ELP,First Class,8
Lisa,Gaines,Buy,1769,ELP,CDG,First Class,3
Ronald,Martinez,Buy,18734,ORL,LAX,First Class,3
Denise,Johnson,Buy,3834,ELP,LHR,Business Class,5
John,Hill,Buy,8911,DFW,ELP,First Class,2
Mulan,Disney,Buy,9341,ELP,CDG,First Class,2
Mary,Gonzalez,Buy,1612,YYZ,ELP,First Class,6
Kristy,Hoover,Buy,18035,ELP,DFW,Main Cabin,6
Alejandro,Olivas,Buy,24115,CUN,ELP,First Class,4
William,Wolf,Buy,23456,ATL,ELP,Main Cabin,2
Megan,Noble,Buy,22858,ORD,ELP,Main Cabin,4
Robert,Wu,Buy,19743,ELP,LAS,Main Cabin,5
Philip,Holt,Buy,2854,ELP,DFW,Business Class,4
Sandy,Blackwell,Buy,22967,ELP,HND,Business Class,6
Timothy,Greene,Buy,18471,CDG,ELP,First Class,5
Joseph,Robinson,Buy,25279,MEX,CJS,Main Cabin,5
Patricia,Hughes,Buy,18237,JFK,ELP,First Class,4
Anthony,Sims,Buy,22840,ELP,LAX,First Class,6
Wendy,Phillips,Buy,11838,BOS,LAX,Main Cabin,6
Philip,Chaney,Buy,22312,LHR,ELP,First Class,6
Howard,Davenport,Buy,8708,LAX,BOS,Business Class,6
Darin,Porter,Buy,18449,CUN,ELP,Main Cabin,1
Crystal,Rice,Buy,20935,ELP,LAS,Business Class,8
Robert,Wu,Buy,23000,ELP,ORD,First Class,2
Ashley,Romero,Buy,25200,DFW,ELP,First Class,1
Laura,Williams,Buy,15996,ELP,ATL,Business Class,1
Lindsay,Webster,Buy,1063,ELP,ORD,Business Class,8
Mayra,Robles,Buy,21093,ELP,LHR,Business Class,5
Ricardo,Rodriguez,Buy,7766,LAS,ELP,First Class,1
Rebecca,Nguyen,Buy,626,ATL,ELP,Business Class,2
Jennifer,Mills,Buy,25531,ELP,JFK,Business Class,2
Carmen,Petersen,Buy,1426,CJS,MEX,Business Class,5
Mikayla,Dennis,Buy,22826,HND,ELP,Main Cabin,5
Michelle,Ramirez,Buy,17668,MEX,CJS,Business Class,6
Molly,Cohen,Buy,16060,ORL,LAX,Business Class,4
Lee,Burke,Buy,15304,ORL,LAX,First Class,3
Brian,Jacobson,Buy,2904,ELP,BOS,First Class,4
Wendy,Campos,Buy,2644,BOS,LAX,Business Class,5
John,Sanders,Buy,8020,ELP,ORD,Main Cabin,7
Roberto,Gutierrez,Buy,11413,ELP,CUN,First Class,3
Doris,Moore,Buy,944,BOS,ELP,Main Cabin,8
Christian,Smith,Buy,21273,BOS,LAX,Business Class,1
Brian,RodilesDelgado,Buy,19360,YYZ,ELP,First Class,6
Rebecca,Nguyen,Buy,2499,ELP,CUN,Business Class,6
David,Johnson,Buy,1112,ELP,LHR,Main Cabin,3
Heidi,Page,Buy,15355,HND,ELP,First Class,3
David,Soto,Buy,22554,ELP,LAX,Main Cabin,3
Victoria,Moses,Buy,14563,ELP,CUN,First Class,8
George,Wood,Buy,1265,LHR,ELP,First Class,6
Barbara,Jones,Buy,12624,ELP,HND,First Class,5
Paul,Harmon,Buy,6037,DFW,ELP,First Class,5
Deborah,Scott,Buy,20976,LAX,BOS,Main Cabin,1
Loretta,Phillips,Buy,2764,ELP,LAS,First Class,8
Brendan,Phillips,Buy,4413,ELP,JFK,First Class,5
Michael,Smith,Buy,3712,LAX,BOS,Main Cabin,1
Brian,RodilesDelgado,Buy,9961,ELP,DFW,Main Cabin,8
Pamela,Carter,Buy,2071,ELP,YYZ,Main Cabin,4
Michael,Adams,Buy,17401,CUN,ELP,First Class,3
Kenneth,Smith,Buy,25030,CDG,ELP,Main Cabin,4
Christopher,Melendez,Buy,10007,JFK,ELP,First Class,5
Natasha,Wheeler,Buy,24627,ELP,ORD,Main Cabin,4
Lisa,Garrett,Buy,15101,JFK,ELP,Business Class,6
Matthew,Perez,Buy,7109,DFW,ELP,Business Class,7
Jacob,Norton,Buy,5746,ELP,LAX,Business Class,5
Darin,Baker,Buy,25571,MEX,CJS,Business Class,5
Timothy,Bernard,Buy,20424,DFW,ELP,Main Cabin,6
Crystal,Walker,Buy,18291,BOS,LAX,Business Class,8
Alexandra,Simpson,Buy,689,LAX,ORL,Business Class,4
Karen,Zhang,Buy,21664,ELP,JFK,First Class,5
Zachary,Tran,Buy,14005,DFW,ELP,First Class,7
Mufassa,Disney,Buy,24925,ORD,ELP,Business Class,8
Emily,Brady,Buy,24403,BOS,LAX,Main Cabin,4
Jenna,Chase,Buy,9090,ATL,ELP,Main Cabin,5
Omar,Hoang,Buy,26613,ELP,LHR,Business Class,7
Mario,Walker,Buy,17538,BOS,LAX,Business Class,3
Anna,Gutierrez,Buy,16656,BOS,LAX,Business Class,8
Aladdin,Disney,Buy,4501,YYZ,ELP,Business Class,7
Erik,Case,Buy,7327,LHR,ELP,First Class,5
Michele,Stevens,Buy,24101,BOS,LAX,Main Cabin,6
Nathan,Thompson,Buy,6856,LAS,ELP,Main Cabin,4
Julie,Shaw,Buy,6886,LAX,ORL,Main Cabin,2
Jon,Lopez,Buy,20740,ELP,ORD,First Class,6
Jeremy,Foster,Buy,23880,ELP,ORD,Main Cabin,4
Ashley,Walker,Buy,8531,CJS,MEX,First Class,2
Ashley,Walker,Buy,1715,LHR,ELP,First Class,3
Ryan,Sullivan,Buy,4014,LAX,ORL,Main Cabin,8
Alejandro,Olivas,Buy,18258,LAS,ELP,First Class,7
Kim,Buckley,Buy,20178,BOS,ELP,Main Cabin,3
Dean,Smith,Buy,20857,CDG,ELP,Main Cabin,1
Eric,Ramos,Buy,14900,HND,ELP,Business Class,1
Kimberly,Roberts,Buy,2153,BOS,ELP,First Class,6
Robert,Preston,Buy,11039,ELP,ATL,Business Class,4
Christopher,Johnson,Buy,1871,CJS,MEX,Business Class,2
Krystal,Thompson,Buy,12621,ELP,HND,Main Cabin,1
Jorge,Haley,Buy,11432,ELP,CDG,Business Class,2
Quasimodo,Disney,Buy,13246,LAX,ELP,First Class,5
Amber,Brown,Buy,26930,MEX,CJS,First Class,1
Samuel,RamosSanchez,Buy,21759,ELP,CDG,First Class,2
Daniel,Foster,Buy,16947,BOS,LAX,First Class,2
Denisse,LoyaVillalobos,Buy,9981,ELP,ORD,First Class,3
Nathan,Thompson,Buy,10273,ELP,LAX,Main Cabin,6
Jennifer,Evans,Buy,17933,BOS,ELP,First Class,3
Pluto,Disney,Buy,2526,CDG,ELP,First Class,2
Andres,Soto,Buy,10958,BOS,LAX,Main Cabin,8
Jennifer,Mills,Buy,8186,ATL,ELP,Main Cabin,6
Craig,Espinoza,Buy,7557,ELP,LAX,First Class,7
Michelle,Griffin,Buy,24521,LAS,ELP,First Class,5
Amber,Nguyen,Buy,4889,ELP,LAS,Main Cabin,1
Craig,Schaefer,Buy,4498,ELP,YYZ,Business Class,5
Jerry,Lee,Buy,18311,ELP,YYZ,Business Class,7
Anna,Gutierrez,Buy,23500,CJS,MEX,Main Cabin,5
Robert,Wu,Buy,18321,ELP,CDG,First Class,7
Andrew,Norris,Buy,21729,BOS,LAX,Main Cabin,8
William,Evans,Buy,13802,BOS,LAX,Business Class,3
Michael,Smith,Buy,22320,CJS,MEX,Main Cabin,7
Justin,Hawkins,Buy,24443,ELP,HND,Main Cabin,7
Shannon,Bennett,Buy,4634,LAX,BOS,Business Class,1
Jafar,Aladdin,Buy,15812,ELP,DFW,First Class,4
Mark,Ramos,Buy,22375,ELP,CDG,First Class,3
Nancy,Morgan,Buy,12259,MEX,CJS,Main Cabin,1
Sarah,Mosley,Buy,2408,LAX,ELP,First Class,6
Kaa,Disney,Buy,15807,HND,ELP,Business Class,1
Rhonda,Kane,Buy,16326,BOS,ELP,First Class,1
Deanna,Cummings,Buy,13687,CDG,ELP,First Class,3
Teresa,Stewart,Buy,15327,CUN,ELP,First Class,6
Hannah,Maldonado,Buy,13047,CUN,ELP,Main Cabin,8
Kevin,Harrison,Buy,22877,JFK,ELP,Business Class,3
Denise,Johnson,Buy,21126,LAX,BOS,Main Cabin,5
Heidi,Page,Buy,5113,YYZ,ELP,First Class,6
Mikayla,Dennis,Buy,3901,ELP,HND,Business Class,8
Kristina,Patrick,Buy,22130,JFK,ELP,First Class,8
Kevin,Larson,Buy,24884,ELP,CDG,Main Cabin,2
John,Davis,Buy,1554,LAS,ELP,Business Class,1
Randy,Keller,Buy,16796,LAX,ORL,Business Class,4
Kirsten,Robinson,Buy,20929,BOS,ELP,Main Cabin,6
Cheryl,Wilson,Buy,22048,ELP,CUN,Business Class,3
Trevor,Young,Buy,21992,ELP,BOS,First Class,6
Jorge,Huerta,Buy,17399,CUN,ELP,First Class,7
John,Hill,Buy,18789,HND,ELP,Business Class,4
Samantha,Thomas,Buy,10268,DFW,ELP,Main Cabin,6
Crystal,Walker,Buy,6098,ELP,LHR,Main Cabin,7
Amy,Hall,Buy,21375,ELP,BOS,First Class,3
Ruben,CarmonaMedrano,Buy,22848,LAX,ELP,Main Cabin,5
Nathan,Coleman,Buy,6950,ELP,DFW,Business Class,3
Elizabeth,Cruz,Buy,22330,ORL,LAX,First Class,6
Kaylee,Patterson,Buy,23390,ELP,YYZ,Business Class,2
Ana,Andrade,Buy,17378,ORL,LAX,First Class,2
Amanda,Miller,Buy,26390,HND,ELP,Main Cabin,6
Crystal,Johnson,Buy,3874,CUN,ELP,Main Cabin,6
Ricky,Gardner,Buy,25744,ELP,CUN,Main Cabin,2
Shere,Khan,Buy,9312,BOS,LAX,First Class,4
Ashley,Frye,Buy,1342,ELP,DFW,Main Cabin,2
Donald,Duck,Buy,26161,LHR,ELP,Business Class,6
Ronald,Martinez,Buy,18183,ELP,HND,Main Cabin,3
Megan,Thompson,Buy,1341,ELP,DFW,First Class,3
Alexandra,Fox,Buy,13381,ELP,DFW,Business Class,7
Beverly,Johnson,Buy,5906,ELP,ORD,First Class,1
Amy,Mcpherson,Buy,3376,LHR,ELP,Main Cabin,2
Patrick,Larsen,Buy,14035,ATL,ELP,First Class,8
April,Turner,Buy,8896,ELP,HND,Business Class,8
Kimberly,Kline,Buy,22694,DFW,ELP,First Class,3
Keith,Ellis,Buy,553,ELP,CUN,First Class,2
Jeff,Ray,Buy,8544,LAX,ORL,First Class,6
Michael,Santoyo,Buy,12790,ELP,DFW,Business Class,7
Dana,Williams,Buy,8114,CUN,ELP,Business Class,7
Renee,Zimmerman,Buy,13833,CDG,ELP,First Class,3
Nicole,Johnson,Buy,20263,ELP,HND,First Class,7
Sheila,Lewis,Buy,16741,ELP,JFK,First Class,4
Emma,Padilla,Buy,3447,ELP,DFW,Main Cabin,3
Brandi,Gordon,Buy,5718,ELP,CDG,First Class,6
Michael,Sanchez,Buy,4153,CJS,MEX,Business Class,4
Christopher,Sanford,Buy,14316,ELP,ORD,First Class,6
Brad,Patel,Buy,831,ORL,LAX,First Class,5
Emilia,Rivas,Buy,24191,ATL,ELP,First Class,6
Cinderella,Disney,Buy,25960,ORD,ELP,Main Cabin,5
Nathan,Thompson,Buy,7512,CUN,ELP,Main Cabin,1
Brendan,Phillips,Buy,2118,ELP,ORD,Business Class,5
Mark,Richards,Buy,11111,LAX,BOS,First Class,1
Austin,Lewis,Buy,3170,ELP,ORD,Main Cabin,8
Melissa,Mccormick,Buy,25213,ELP,ORD,Business Class,1
Mickey,Mouse,Buy,12056,ELP,ATL,Business Class,3
Carmen,Hays,Buy,7118,LAX,ELP,Business Class,1
Mary,Chapman,Buy,7770,LAS,ELP,First Class,5
Darrell,Jones,Buy,5124,ELP,HND,Business Class,2
Alicia,Moran,Buy,6272,BOS,LAX,Business Class,1
Melissa,Rivera,Buy,10841,CDG,ELP,First Class,2
Vanessa,Carson,Buy,10783,ELP,LHR,First Class,3
John,Sanders,Buy,11480,ELP,ATL,Business Class,8
George,Proctor,Buy,22502,ELP,CUN,Main Cabin,2
Jamie,Brown,Buy,18705,LAS,ELP,Main Cabin,4
Mary,Grant,Buy,26686,HND,ELP,Main Cabin,5
Stephen,Villegas,Buy,19351,CUN,ELP,Main Cabin,8
Nicholas,Smith,Buy,10706,HND,ELP,First Class,3
Beast,Disney,Buy,15927,CUN,ELP,Business Class,3
Kelly,Wilson,Buy,23454,ELP,ATL,Business Class,1
Becky,Simpson,Buy,7746,JFK,ELP,Main Cabin,7
Christina,Dodson,Buy,22344,LAX,BOS,First Class,2
Teresa,Stewart,Buy,13152,LAS,ELP,Business Class,1
Justin,Hawkins,Buy,16591,ELP,ATL,First Class,6
Elizabeth,Castillo,Buy,24133,ELP,CDG,First Class,5
Samantha,Cooper,Buy,23594,ORD,ELP,First Class,8
Alexander,Cameron,Buy,7304,BOS,ELP,First Class,1
Joseph,Lewis,Buy,9749,ORL,LAX,Business Class,8
Sarah,Griffin,Buy,17986,LAX,BOS,Main Cabin,5
Ernest,Bentley,Buy,20736,LAX,ELP,First Class,8
Mark,Lamb,Buy,15059,DFW,ELP,Business Class,2
Michelle,Ray,Buy,11371,ELP,LHR,First Class,6
Dorothy,Cox,Buy,23596,ORD,ELP,Business Class,4
Gabriel,Sanders,Buy,25396,BOS,ELP,First Class,7
Krista,Lambert,Buy,3538,CJS,MEX,First Class,1
Brittney,Daniel,Buy,5887,DFW,ELP,Business Class,5
Courtney,Johnson,Buy,3947,ATL,ELP,First Class,2
Jack,Morgan,Buy,8090,LAX,ORL,Main Cabin,4
Kayla,Morgan,Buy,1589,LAX,BOS,First Class,8
Elizabeth,Rodriguez,Buy,929,ELP,JFK,Main Cabin,1
Quasimodo,Disney,Buy,16869,LAX,ELP,First Class,5
Tyler,Baxter,Buy,15485,ELP,YYZ,First Class,4
Mariah,Black,Buy,330,ELP,ATL,Main Cabin,4
Heather,Little,Buy,2113,LAX,ELP,First Class,8
Paul,Fisher,Buy,15271,ELP,LAS,Main Cabin,3
James,Nolan,Buy,6078,JFK,ELP,First Class,5
Gail,Parker,Buy,7286,ATL,ELP,Business Class,5
Alexander,Cameron,Buy,9860,ELP,BOS,First Class,8
Lisa,Jackson,Buy,23624,BOS,ELP,Main Cabin,3
Ashley,Magallanes,Buy,11534,MEX,CJS,First Class,4
Ruben,Edwards,Buy,24738,CDG,ELP,First Class,6
Donna,Allen,Buy,24750,HND,ELP,First Class,4
Emily,Estes,Buy,2499,ELP,CUN,Business Class,4
Aurora,Disney,Buy,16422,DFW,ELP,Business Class,4
Louis,Boone,Buy,19731,ELP,BOS,First Class,2
David,Soto,Buy,20939,LAS,ELP,Business Class,1
Angela,English,Buy,8403,LAX,BOS,Main Cabin,8
Luis,Johnson,Buy,1689,ELP,BOS,Business Class,7
Mark,Stewart,Buy,7214,ELP,CUN,Main Cabin,8
Craig,Schaefer,Buy,9077,ORD,ELP,Main Cabin,8
Sarah,Stanton,Buy,14662,BOS,ELP,First Class,8
Monica,Sullivan,Buy,3415,CUN,ELP,First Class,3
Andre,Ramos,Buy,16887,ATL,ELP,Business Class,3
Mulan,Disney,Buy,13309,CJS,MEX,Main Cabin,3
Rachel,Roberson,Buy,623,ELP,ATL,Business Class,6
Michele,Cummings,Buy,11426,YYZ,ELP,First Class,3
Martin,Edwards,Buy,11245,ORL,LAX,Main Cabin,3
Micheal,Sanders,Buy,2831,YYZ,ELP,Business Class,4
Danielle,Conrad,Buy,25775,ELP,HND,Business Class,4
Andrew,Norris,Buy,18143,LAX,BOS,First Class,3
Daniel,Hampton,Buy,11196,ELP,JFK,Business Class,2
Kimberly,Harris,Buy,7421,ELP,ORD,First Class,8
Michelle,Ramirez,Buy,5410,YYZ,ELP,First Class,6
Nicole,Lloyd,Buy,15237,ORD,ELP,Business Class,3
Shere,Khan,Buy,10937,LHR,ELP,First Class,5
Michelle,Walsh,Buy,25593,LAX,BOS,Main Cabin,4
Jamie,Conner,Buy,10986,YYZ,ELP,Business Class,7
Darlene,Russell,Buy,5582,HND,ELP,Business Class,6
Christina,Carter,Buy,19450,ELP,LAS,Main Cabin,4
Gary,Miller,Buy,8763,ELP,LAX,Business Class,8
Elizabeth,Kim,Buy,2148,ELP,BOS,Business Class,3
Taylor,Johnson,Buy,16988,ELP,HND,Business Class,7
Brandy,Wilkerson,Buy,26191,LAX,BOS,First Class,8
Eric,Vazquez,Buy,15891,CJS,MEX,Business Class,4
Michael,Williams,Buy,2474,CJS,MEX,Main Cabin,7
Anthony,Barber,Buy,23275,ELP,DFW,First Class,7
Timothy,Wagner,Buy,12429,LAX,BOS,Main Cabin,4
Dana,Miller,Buy,12311,ELP,HND,First Class,1
Tanya,Johnson,Buy,3760,DFW,ELP,Main Cabin,7
Danielle,Chavez,Buy,2080,ELP,CDG,Business Class,6
Philip,Zamora,Buy,21735,LAX,BOS,Main Cabin,5
Gary,Miller,Buy,964,ELP,LHR,First Class,1
Robert,Wang,Buy,17155,LAX,ELP,Business Class,5
Travis,Ruiz,Buy,7949,BOS,LAX,Business Class,3
Louis,Boone,Buy,6221,ELP,BOS,First Class,5
Mark,Gonzalez,Buy,13737,ATL,ELP,Main Cabin,4
Stephen,Peters,Buy,14768,LAX,ELP,Main Cabin,4
Beth,Moss,Buy,4321,BOS,LAX,Business Class,3
