ID,First Name, Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
646,Matthew,Gonzalez,2/21/1987,Employee,25.81,12,false,matthewgonzalez,Fun!23
647,Rose,Burgess,9/21/1909,Employee,5.16,5,true,roseburgess,Fun!23
648,Holly,Schneider,3/16/1910,Employee,6.51,9,false,hollyschneider,Fun!23
649,Joanna,Knight,7/30/2000,Employee,40.90,14,true,joannaknight,Fun!23
650,David,Cox,3/11/1979,Employee,5.14,10,false,davidcox,Fun!23
651,Elizabeth,Reyes,9/3/1943,Employee,21.71,14,true,elizabethreyes,Fun!23
652,Melissa,Mcdonald,3/29/1969,Employee,25.67,12,true,melissamcdonald,Fun!23
653,James,Anderson,8/20/1934,Employee,45.50,12,true,jamesanderson,Fun!23
654,Loretta,Phillips,9/9/1936,Employee,34.77,11,false,lorettaphillips,Fun!23
655,Gina,Swanson,3/20/1964,Employee,0.02,8,true,ginaswanson,Fun!23
656,Kimberly,Martinez,8/11/1994,Employee,26.13,5,true,kimberlymartinez,Fun!23
657,Stephanie,Kirby,8/9/1930,Employee,5.88,4,false,stephaniekirby,Fun!23
658,Teresa,Gardner,6/4/1933,Employee,3.56,16,false,teresagardner,Fun!23
659,Brandon,Flores,1/10/1979,Employee,6.31,10,true,brandonflores,Fun!23
660,Anthony,Moore,5/9/1956,Employee,55.09,11,false,anthonymoore,Fun!23
661,Steven,Hartman,1/21/1984,Employee,7.32,6,false,stevenhartman,Fun!23
662,Derek,Macias,7/23/1940,Employee,2.70,7,true,derekmacias,Fun!23
663,Christopher,Robinson,5/23/1988,Employee,1.39,11,false,christopherrobinson,Fun!23
664,Scott,Dunn,11/21/1972,Employee,65.55,8,true,scottdunn,Fun!23
665,Lawrence,Henry,5/13/1919,Employee,41.77,13,true,lawrencehenry,Fun!23
666,Gabriel,Sanders,9/16/1906,Employee,54.58,10,true,gabrielsanders,Fun!23
667,Lori,Hall,1/12/1929,Employee,12.84,11,false,lorihall,Fun!23
668,Brittany,Richard,6/20/1986,Employee,45.69,12,false,brittanyrichard,Fun!23
669,Sarah,Jones,4/18/1905,Employee,3.59,8,true,sarahjones,Fun!23
670,Nicholas,Jackson,4/9/1983,Employee,42.06,9,true,nicholasjackson,Fun!23
671,Julia,Jones,8/21/1944,Employee,19.17,18,true,juliajones,Fun!23
672,Jennifer,Schultz,10/12/1913,Employee,30.07,7,true,jenniferschultz,Fun!23
673,Ashley,Walker,8/24/1950,Employee,11.64,5,false,ashleywalker,Fun!23
674,Michael,Parrish,5/18/1922,Employee,31.90,6,false,michaelparrish,Fun!23
675,Alyssa,Poole,2/24/1903,Employee,45.16,15,false,alyssapoole,Fun!23
676,William,Ortiz,10/10/2000,Employee,11.21,7,false,williamortiz,Fun!23
677,Jason,Clark,3/25/1928,Employee,0.79,8,false,jasonclark,Fun!23
678,Jason,Lee,10/15/1952,Employee,30.28,12,false,jasonlee,Fun!23
679,Lisa,Miller,11/3/1997,Employee,54.67,10,true,lisamiller,Fun!23
680,Tyrone,Johnston,5/19/1959,Employee,35.01,10,false,tyronejohnston,Fun!23
681,Linda,Rodriguez,10/13/1982,Employee,30.07,6,true,lindarodriguez,Fun!23
682,Kenneth,Davis,9/20/1937,Employee,49.54,9,true,kennethdavis,Fun!23
683,Sarah,Griffin,1/21/1979,Employee,35.95,8,false,sarahgriffin,Fun!23
684,Rebecca,Nguyen,11/13/1923,Employee,8.04,6,false,rebeccanguyen,Fun!23
685,Anna,Davis,9/18/1976,Employee,29.56,9,true,annadavis,Fun!23
686,Cynthia,Giles,9/4/1967,Employee,0.34,10,false,cynthiagiles,Fun!23
687,Mary,Gonzalez,3/13/1949,Employee,34.76,14,true,marygonzalez,Fun!23
688,Ann,Miller,3/14/1972,Employee,30.85,11,true,annmiller,Fun!23
689,Jose,Farley,2/5/1990,Employee,4.99,11,false,josefarley,Fun!23
690,Carl,Foley,11/4/1978,Employee,13.83,7,true,carlfoley,Fun!23
691,Christine,Ellis,10/14/1979,Employee,56.97,6,true,christineellis,Fun!23
692,John,Blevins,9/5/1981,Employee,35.27,7,true,johnblevins,Fun!23
693,Travis,Burton,7/6/1935,Employee,42.44,13,false,travisburton,Fun!23
694,Timothy,Bernard,1/4/1923,Employee,0.55,14,false,timothybernard,Fun!23
695,Christina,Dodson,12/1/1928,Employee,14.50,10,false,christinadodson,Fun!23
696,Andrew,Atkins,3/5/1929,Employee,9.50,10,false,andrewatkins,Fun!23
697,Jeffrey,Best,1/9/1991,Employee,4.82,15,true,jeffreybest,Fun!23
698,Perry,Hill,3/23/1982,Employee,31.58,10,true,perryhill,Fun!23
699,Mary,Lee,5/11/1950,Employee,4.21,5,false,marylee,Fun!23
700,Julia,Young,8/14/1981,Employee,2.92,9,false,juliayoung,Fun!23
701,John,Blair,2/25/1941,Employee,32.12,4,true,johnblair,Fun!23
702,John,Hill,8/16/1971,Employee,28.35,9,false,johnhill,Fun!23
703,Wesley,Williamson,1/2/1962,Employee,41.68,14,false,wesleywilliamson,Fun!23
704,Christopher,Davis,11/5/1975,Employee,4.17,8,true,christopherdavis,Fun!23
705,Leonard,King,12/30/1940,Employee,2.90,10,false,leonardking,Fun!23
706,Gary,Smith,8/14/1985,Employee,54.39,10,false,garysmith,Fun!23
707,Thomas,Sanders,7/30/1901,Employee,7.85,9,true,thomassanders,Fun!23
708,John,Davis,2/18/1998,Employee,5.66,10,true,johndavis,Fun!23
709,Thomas,Hall,11/17/1954,Employee,38.43,8,true,thomashall,Fun!23
710,Douglas,Hernandez,1/24/1980,Employee,49.45,10,true,douglashernandez,Fun!23
711,Miranda,Mason,2/22/1901,Employee,34.30,12,true,mirandamason,Fun!23
712,Teresa,Stewart,8/26/1974,Employee,38.22,14,false,teresastewart,Fun!23
713,Anthony,Adams,3/26/1910,Employee,10.86,13,false,anthonyadams,Fun!23
714,Timothy,Jones,8/19/1923,Employee,13.77,5,true,timothyjones,Fun!23
715,Jermaine,Dean,11/8/1908,Employee,36.23,6,true,jermainedean,Fun!23
716,Joshua,Banks,5/28/1902,Employee,1.36,10,true,joshuabanks,Fun!23
717,Daniel,Smith,5/7/1983,Employee,43.39,15,false,danielsmith,Fun!23
718,Victor,Harris,6/30/1989,Employee,7.49,8,false,victorharris,Fun!23
719,Phillip,Meyer,5/31/1998,Employee,49.63,10,true,phillipmeyer,Fun!23
720,Cody,Robles,1/5/1910,Employee,19.24,12,true,codyrobles,Fun!23
721,Carmen,Hays,4/10/1976,Employee,36.12,14,false,carmenhays,Fun!23
722,Jorge,Haley,6/25/1929,Employee,14.51,10,true,jorgehaley,Fun!23
723,Sean,Hernandez,4/14/1918,Employee,46.03,4,true,seanhernandez,Fun!23
724,Kelly,Jordan,5/28/1904,Employee,20.77,16,true,kellyjordan,Fun!23
725,Joshua,Hickman,5/16/1929,Employee,27.63,9,false,joshuahickman,Fun!23
726,Jennifer,Guzman,11/27/1924,Employee,4.29,8,true,jenniferguzman,Fun!23
727,Nathan,Thompson,9/21/1922,Employee,6.07,8,false,nathanthompson,Fun!23
728,William,Adkins,5/4/1989,Employee,16.58,6,false,williamadkins,Fun!23
729,Willie,Hobbs,8/25/1925,Employee,8.21,15,true,williehobbs,Fun!23
730,Holly,Cruz,11/13/1955,Employee,36.19,8,false,hollycruz,Fun!23
731,John,Jones,6/3/1957,Employee,45.58,6,false,johnjones,Fun!23
732,Allison,Weaver,2/21/1948,Employee,0.08,12,false,allisonweaver,Fun!23
733,Michael,Nunez,7/26/1906,Employee,2.66,8,false,michaelnunez,Fun!23
734,Douglas,Bryant,5/8/1996,Employee,18.81,7,false,douglasbryant,Fun!23
735,Christopher,Underwood,1/26/1931,Employee,6.11,8,true,christopherunderwood,Fun!23
736,Kimberly,Roberts,5/3/1960,Employee,9.63,9,true,kimberlyroberts,Fun!23
737,Michael,Cowan,12/18/1928,Employee,3.29,10,false,michaelcowan,Fun!23
738,Michael,Mccormick,5/30/1937,Employee,0.98,4,true,michaelmccormick,Fun!23
739,Jennifer,Bailey,1/18/1944,Employee,11.22,5,true,jenniferbailey,Fun!23
740,Jerry,Gamble,6/26/1904,Employee,2.96,11,true,jerrygamble,Fun!23
741,Henry,Salazar,4/21/1937,Employee,43.68,12,true,henrysalazar,Fun!23
742,Kevin,Boone,2/18/1969,Employee,2.06,8,false,kevinboone,Fun!23
743,Rodney,Mcneil,11/9/1999,Employee,30.30,10,false,rodneymcneil,Fun!23
744,Angela,Carney,9/18/1972,Employee,30.57,10,true,angelacarney,Fun!23
745,Dennis,Smith,10/23/1988,Employee,0.93,14,false,dennissmith,Fun!23
746,Jared,Scott,6/6/1987,Employee,6.20,6,true,jaredscott,Fun!23
747,Monica,Craig,6/20/1903,Employee,52.65,9,false,monicacraig,Fun!23
748,Sandy,Blackwell,4/14/1965,Employee,21.93,7,true,sandyblackwell,Fun!23
749,Brittney,Daniel,1/13/1904,Employee,9.54,13,true,brittneydaniel,Fun!23
750,Rebecca,Fisher,1/2/1986,Employee,66.90,8,true,rebeccafisher,Fun!23
751,Nicole,Hart,11/26/1999,Employee,3.02,13,true,nicolehart,Fun!23
752,Howard,Davenport,5/1/1928,Employee,2.15,12,true,howarddavenport,Fun!23
753,Anita,Fletcher,2/11/1941,Employee,15.23,8,true,anitafletcher,Fun!23
754,Elizabeth,Torres,6/22/1989,Employee,1.64,11,false,elizabethtorres,Fun!23
755,Jeffrey,Rodriguez,4/20/1967,Employee,34.99,14,false,jeffreyrodriguez,Fun!23
756,Megan,Smith,2/17/1989,Employee,20.96,8,true,megansmith,Fun!23
757,David,Summers,10/16/1991,Employee,26.51,6,true,davidsummers,Fun!23
758,Brian,Rojas,3/27/1938,Employee,32.80,10,true,brianrojas,Fun!23
759,Jennifer,Carr,11/21/1922,Employee,44.75,6,true,jennifercarr,Fun!23
760,Tiffany,Jones,12/26/1955,Employee,21.40,11,false,tiffanyjones,Fun!23
761,Catherine,Mann,9/15/1920,Employee,1.44,12,false,catherinemann,Fun!23
762,Sara,Fox,1/1/1990,Employee,31.56,10,false,sarafox,Fun!23
763,Jeremy,Foster,3/13/1994,Employee,4.77,8,true,jeremyfoster,Fun!23
764,Michael,Flores,4/27/1904,Employee,4.91,12,true,michaelflores,Fun!23
765,William,Rice,12/28/1993,Employee,12.98,16,true,williamrice,Fun!23
766,Rachel,Hart,10/1/1928,Employee,10.52,6,false,rachelhart,Fun!23
767,Richard,Sullivan,11/30/1948,Employee,32.51,14,false,richardsullivan,Fun!23
768,Jennifer,Evans,2/4/1993,Employee,22.05,5,false,jenniferevans,Fun!23
769,Brandy,Wilkerson,5/8/1973,Employee,23.09,9,false,brandywilkerson,Fun!23
770,Laurie,Mendoza,6/28/1985,Employee,19.34,13,true,lauriemendoza,Fun!23
771,Michelle,Ray,6/9/1991,Employee,26.58,9,true,michelleray,Fun!23
772,Alexis,Black,4/16/1900,Employee,18.18,8,true,alexisblack,Fun!23
773,Sean,Smith,11/20/1973,Employee,40.64,5,true,seansmith,Fun!23
774,Elizabeth,Dominguez,3/22/1903,Employee,27.83,5,true,elizabethdominguez,Fun!23
775,Lori,Johnson,8/10/1932,Employee,0.33,8,true,lorijohnson,Fun!23
776,Bryan,Fields,9/17/1917,Employee,4.71,13,true,bryanfields,Fun!23
777,Michael,Thomas,8/6/1990,Employee,41.53,10,false,michaelthomas,Fun!23
778,Craig,Brown,7/15/1933,Employee,51.07,10,false,craigbrown,Fun!23
779,Sabrina,Nguyen,6/23/1959,Employee,1.04,8,false,sabrinanguyen,Fun!23
780,Hayden,Mcdaniel,10/22/1904,Employee,7.14,10,false,haydenmcdaniel,Fun!23
781,Michelle,Rivera,3/25/1919,Employee,29.36,7,true,michellerivera,Fun!23
782,Alexandra,Simpson,1/5/1960,Employee,23.90,16,false,alexandrasimpson,Fun!23
783,Richard,Paul,6/27/1944,Employee,17.92,8,false,richardpaul,Fun!23
784,Keith,Christensen,12/25/1967,Employee,17.44,3,false,keithchristensen,Fun!23
785,Patrick,Bennett,1/13/1936,Employee,0.68,13,true,patrickbennett,Fun!23
786,Patricia,Mcdonald,10/5/1979,Employee,12.60,10,false,patriciamcdonald,Fun!23
787,Tracy,Fitzgerald,2/15/1936,Employee,12.96,14,true,tracyfitzgerald,Fun!23
788,Kathy,Smith,12/2/1986,Employee,11.92,11,false,kathysmith,Fun!23
789,Teresa,Taylor,1/24/1972,Employee,8.71,7,false,teresataylor,Fun!23
790,Hector,Whitney,9/23/1925,Employee,23.11,13,false,hectorwhitney,Fun!23
791,Timothy,Johnson,1/10/1975,Employee,2.17,15,false,timothyjohnson,Fun!23
792,Alyssa,Kelly,9/19/1913,Employee,8.53,7,false,alyssakelly,Fun!23
793,Colleen,Hall,8/4/1969,Employee,29.99,7,false,colleenhall,Fun!23
794,Erin,Jones,12/13/1982,Employee,16.98,13,false,erinjones,Fun!23
795,Mark,Stewart,4/10/1968,Employee,16.32,8,false,markstewart,Fun!23
796,Debra,Raymond,1/20/1994,Employee,22.35,16,true,debraraymond,Fun!23
797,Erin,Mejia,7/21/1952,Employee,20.00,7,false,erinmejia,Fun!23
798,Micheal,Sanders,6/7/1920,Employee,15.54,13,false,michealsanders,Fun!23
799,Stephanie,Obrien,7/1/1900,Employee,13.68,9,false,stephanieobrien,Fun!23
800,Holly,Davidson,7/20/1906,Employee,24.18,9,false,hollydavidson,Fun!23
801,George,Ayala,4/6/1934,Employee,12.37,9,false,georgeayala,Fun!23
802,Michelle,Oliver,6/7/1953,Employee,5.68,14,false,michelleoliver,Fun!23
803,George,Proctor,7/22/1907,Employee,0.26,15,true,georgeproctor,Fun!23
804,Michelle,Griffin,4/18/1917,Employee,7.79,6,false,michellegriffin,Fun!23
805,Michelle,Maynard,4/22/1959,Employee,4.78,7,false,michellemaynard,Fun!23
806,Elizabeth,Castillo,3/30/1981,Employee,8.54,8,false,elizabethcastillo,Fun!23
807,Jonathan,Martinez,6/1/1901,Employee,1.67,9,false,jonathanmartinez,Fun!23
808,Tanya,Johnson,2/28/1951,Employee,5.85,5,true,tanyajohnson,Fun!23
809,Megan,Thompson,5/18/1960,Employee,2.66,12,false,meganthompson,Fun!23
810,Emily,Estes,3/20/1944,Employee,5.71,11,true,emilyestes,Fun!23
811,Melissa,Johnson,5/8/1962,Employee,10.39,17,true,melissajohnson,Fun!23
812,Casey,Navarro,12/14/1935,Employee,33.03,9,true,caseynavarro,Fun!23
813,Shawn,Lee,1/19/1903,Employee,15.83,9,true,shawnlee,Fun!23
814,Brandi,Daniel,9/26/1973,Employee,18.42,3,true,brandidaniel,Fun!23
815,Jose,Smith,4/2/1901,Employee,38.87,10,false,josesmith,Fun!23
816,Alicia,Moran,4/12/1928,Employee,2.51,13,true,aliciamoran,Fun!23
817,Jennifer,Jones,1/6/1993,Employee,32.40,14,false,jenniferjones,Fun!23
818,Andrew,Norris,8/27/1968,Employee,0.93,10,false,andrewnorris,Fun!23
819,Maria,Young,6/2/1925,Employee,9.01,5,false,mariayoung,Fun!23
820,Ann,Rogers,3/1/1964,Employee,52.48,9,true,annrogers,Fun!23
821,Felicia,Carlson,1/18/1906,Employee,26.45,21,false,feliciacarlson,Fun!23
822,Chad,Green,10/26/1954,Employee,8.86,12,false,chadgreen,Fun!23
823,Tanya,Turner,6/6/1979,Employee,11.30,7,true,tanyaturner,Fun!23
824,Joseph,Fritz,2/9/1953,Employee,50.37,7,false,josephfritz,Fun!23
825,James,Simpson,6/13/1953,Employee,22.23,12,false,jamessimpson,Fun!23
826,Ernest,Bentley,3/29/1930,Employee,0.67,10,true,ernestbentley,Fun!23
827,Crystal,Hayes,5/2/1940,Employee,1.16,17,false,crystalhayes,Fun!23
828,Jessica,Lloyd,7/28/1920,Employee,21.00,12,true,jessicalloyd,Fun!23
829,Julie,Shaw,1/1/1967,Employee,19.75,12,false,julieshaw,Fun!23
830,Mark,Thompson,6/15/1971,Employee,34.01,8,false,markthompson,Fun!23
831,Michael,Prince,8/23/1972,Employee,2.45,8,true,michaelprince,Fun!23
832,Craig,Fleming,10/3/1941,Employee,19.76,13,false,craigfleming,Fun!23
833,Michael,Williamson,1/29/1916,Employee,7.96,11,true,michaelwilliamson,Fun!23
834,Sarah,Stanton,7/7/2000,Employee,55.86,6,true,sarahstanton,Fun!23
835,Marcia,Snyder,7/18/1942,Employee,4.71,17,false,marciasnyder,Fun!23
836,Gary,Park,2/8/1946,Employee,37.74,9,false,garypark,Fun!23
837,Cynthia,Ellis,3/19/1900,Employee,51.49,9,true,cynthiaellis,Fun!23
838,Victoria,White,8/23/1986,Employee,46.40,13,false,victoriawhite,Fun!23
839,Juan,Brock,5/17/1977,Employee,33.51,10,false,juanbrock,Fun!23
840,Sandra,Newton,11/15/1978,Employee,13.59,15,true,sandranewton,Fun!23
841,Victor,Anderson,7/29/1932,Employee,34.03,16,true,victoranderson,Fun!23
842,Dana,Miller,6/17/1991,Employee,39.44,11,true,danamiller,Fun!23
843,Kevin,Tran,3/27/1977,Employee,2.37,13,true,kevintran,Fun!23
844,Linda,Miller,5/17/1989,Employee,8.66,6,false,lindamiller,Fun!23
845,Jacob,Norton,10/20/1912,Employee,10.23,6,true,jacobnorton,Fun!23
846,Joshua,Gomez,3/10/1936,Employee,12.07,9,true,joshuagomez,Fun!23
847,Robin,Wilson,10/11/1974,Employee,10.62,4,false,robinwilson,Fun!23
848,Amy,Parsons,8/15/1946,Employee,40.54,10,true,amyparsons,Fun!23
849,Philip,Holt,12/11/1945,Employee,21.77,15,false,philipholt,Fun!23
850,Alison,Hicks,6/28/1974,Employee,5.45,9,false,alisonhicks,Fun!23
851,Alexander,Wilson,10/12/1992,Employee,48.90,12,true,alexanderwilson,Fun!23
852,Nicole,Lloyd,12/26/1975,Employee,51.36,6,true,nicolelloyd,Fun!23
853,Michael,Clarke,1/14/1932,Employee,1.39,6,true,michaelclarke,Fun!23
854,Nicholas,Smith,3/28/1993,Employee,38.53,13,false,nicholassmith,Fun!23
855,Laurie,Johnson,6/10/1959,Employee,15.03,12,false,lauriejohnson,Fun!23
856,George,Gilbert,1/20/1998,Employee,47.72,4,true,georgegilbert,Fun!23
857,Kristine,Smith,1/22/1937,Employee,18.44,10,false,kristinesmith,Fun!23
858,Kevin,Harrison,4/1/1923,Employee,47.64,10,true,kevinharrison,Fun!23
859,Karl,Davis,3/18/1989,Employee,0.07,7,true,karldavis,Fun!23
860,Lisa,Peters,12/7/1965,Employee,4.56,8,true,lisapeters,Fun!23
861,Paul,Harmon,10/17/1906,Employee,3.11,5,true,paulharmon,Fun!23
862,Brandon,Miller,4/28/1905,Employee,0.24,10,true,brandonmiller,Fun!23
863,Mark,Gonzalez,7/17/1908,Employee,24.26,16,false,markgonzalez,Fun!23
864,Christopher,Lucero,7/23/1944,Employee,8.75,7,true,christopherlucero,Fun!23
865,Sherry,Mora,2/15/1903,Employee,37.49,14,false,sherrymora,Fun!23
866,Jody,Sanchez,6/20/1956,Employee,45.26,9,true,jodysanchez,Fun!23
867,Christian,Ellis,9/4/1963,Employee,11.22,10,false,christianellis,Fun!23
868,Sandra,Sutton,4/2/1910,Employee,16.74,8,false,sandrasutton,Fun!23
869,Kenneth,House,9/3/1986,Employee,45.54,4,false,kennethhouse,Fun!23
870,Wendy,Montoya,3/17/1993,Employee,7.03,9,false,wendymontoya,Fun!23
871,Bryan,Wise,2/13/1932,Employee,11.19,11,true,bryanwise,Fun!23
872,Joseph,Robinson,12/2/1908,Employee,3.73,8,false,josephrobinson,Fun!23
873,Mindy,Ross,12/25/1974,Employee,17.14,8,true,mindyross,Fun!23
874,Sonia,Durham,5/23/1946,Employee,44.54,5,false,soniadurham,Fun!23
875,John,House,11/3/1919,Employee,33.56,10,true,johnhouse,Fun!23
876,Carolyn,Dunn,4/10/1996,Employee,16.24,10,true,carolyndunn,Fun!23
877,Curtis,Phillips,4/3/1973,Employee,43.42,12,false,curtisphillips,Fun!23
878,Kenneth,Boyd,8/13/1971,Employee,47.59,7,false,kennethboyd,Fun!23
879,Jennifer,Davidson,3/26/1914,Employee,4.56,9,false,jenniferdavidson,Fun!23
880,Brett,Higgins,7/9/1970,Employee,2.54,5,true,bretthiggins,Fun!23
881,Brett,Wallace,5/4/1912,Employee,18.97,5,false,brettwallace,Fun!23
882,Tyrone,Alvarado,5/12/1985,Employee,23.67,6,true,tyronealvarado,Fun!23
883,Christina,Villanueva,7/28/1970,Employee,22.30,6,false,christinavillanueva,Fun!23
884,Mark,Washington,2/27/1906,Employee,56.87,4,true,markwashington,Fun!23
885,Emily,Cole,12/27/1929,Employee,24.83,15,true,emilycole,Fun!23
886,Kelly,Herring,4/27/1950,Employee,31.45,5,false,kellyherring,Fun!23
887,Joseph,Davis,5/29/1916,Employee,25.55,4,true,josephdavis,Fun!23
888,Stephanie,Williams,8/18/1924,Employee,5.87,8,false,stephaniewilliams,Fun!23
889,Jorge,Huerta,8/27/1945,Employee,41.59,5,true,jorgehuerta,Fun!23
890,Jesse,Dunn,7/31/1923,Employee,4.92,17,true,jessedunn,Fun!23
891,Lauren,Coleman,8/5/1973,Employee,32.10,6,false,laurencoleman,Fun!23
892,Jack,Morgan,12/6/1969,Employee,31.78,12,true,jackmorgan,Fun!23
893,Matthew,Mason,12/16/1907,Employee,17.10,7,false,matthewmason,Fun!23
894,Olivia,Richardson,8/23/1999,Employee,53.52,6,false,oliviarichardson,Fun!23
895,Justin,Hawkins,5/17/1940,Employee,9.90,10,false,justinhawkins,Fun!23
896,Amy,Morse,2/18/1960,Employee,20.56,11,false,amymorse,Fun!23
897,Barbara,Love,11/16/1924,Employee,19.80,8,false,barbaralove,Fun!23
898,David,Clark,4/17/1912,Employee,33.81,12,true,davidclark,Fun!23
899,Danielle,Chavez,3/20/1985,Employee,20.94,6,false,daniellechavez,Fun!23
900,Andre,Ramos,7/21/1909,Employee,0.48,8,false,andreramos,Fun!23
901,Emily,Chang,10/8/1944,Employee,38.17,8,true,emilychang,Fun!23
902,Penny,Mcdaniel,3/19/1975,Employee,1.47,10,true,pennymcdaniel,Fun!23
903,Christina,Carter,7/27/1989,Employee,3.36,21,false,christinacarter,Fun!23
904,Jennifer,Huang,11/6/1963,Employee,10.16,10,true,jenniferhuang,Fun!23
905,Melissa,Evans,7/3/1955,Employee,49.99,13,false,melissaevans,Fun!23
906,Rodney,Moss,11/17/1967,Employee,14.42,4,true,rodneymoss,Fun!23
907,Anthony,Kramer,9/24/1968,Employee,17.87,13,true,anthonykramer,Fun!23
908,Carlos,Irwin,2/20/1919,Employee,3.55,18,true,carlosirwin,Fun!23
909,Victoria,Ellis,4/5/1985,Employee,41.04,12,true,victoriaellis,Fun!23
910,Kelly,Wilson,9/2/1960,Employee,45.06,5,true,kellywilson,Fun!23
911,Brendan,Phillips,5/29/1994,Employee,31.21,15,true,brendanphillips,Fun!23
912,Deanna,Cummings,3/5/1956,Employee,43.45,11,true,deannacummings,Fun!23
913,Christopher,Ortega,12/8/1969,Employee,20.94,13,false,christopherortega,Fun!23
914,Amanda,Johnson,6/13/1907,Employee,22.41,7,true,amandajohnson,Fun!23
915,April,Lopez,7/28/1962,Employee,38.84,12,false,aprillopez,Fun!23
916,James,Watson,4/12/1960,Employee,10.27,9,true,jameswatson,Fun!23
917,Kara,Summers,11/24/1995,Employee,49.04,9,true,karasummers,Fun!23
918,Lisa,Jackson,7/1/1911,Employee,40.23,5,true,lisajackson,Fun!23
919,Steven,Miller,8/11/1972,Employee,6.73,13,false,stevenmiller,Fun!23
920,Donald,Villanueva,7/18/1906,Employee,27.12,19,false,donaldvillanueva,Fun!23
921,Gary,Mckenzie,3/6/1928,Employee,1.26,8,false,garymckenzie,Fun!23
922,Gregory,Short,4/5/1968,Employee,38.26,19,true,gregoryshort,Fun!23
923,Dana,Park,8/30/1990,Employee,36.80,4,true,danapark,Fun!23
924,Matthew,Khan,12/30/1917,Employee,51.44,9,false,matthewkhan,Fun!23
925,Erica,Burch,1/9/1960,Employee,27.78,13,false,ericaburch,Fun!23
926,Dalton,Bryant,5/5/1905,Employee,0.90,14,true,daltonbryant,Fun!23
927,Ruth,Ponce,12/20/1992,Employee,3.74,5,false,ruthponce,Fun!23
928,Mary,Grant,8/20/1910,Employee,23.84,16,false,marygrant,Fun!23
929,Sarah,Taylor,3/27/1989,Employee,26.05,10,false,sarahtaylor,Fun!23
930,Jennifer,Schneider,12/23/1935,Employee,6.76,6,false,jenniferschneider,Fun!23
931,Tyler,Evans,2/25/1929,Employee,25.51,6,false,tylerevans,Fun!23
932,David,Hayes,5/31/1965,Employee,3.57,13,true,davidhayes,Fun!23
933,Kimberly,Miller,4/20/1962,Employee,2.94,9,false,kimberlymiller,Fun!23
934,Dennis,Cooper,7/11/1904,Employee,60.53,12,false,denniscooper,Fun!23
935,Phillip,Richardson,2/21/1974,Employee,12.41,5,false,philliprichardson,Fun!23
936,Sharon,Gillespie,8/4/1907,Employee,10.55,15,true,sharongillespie,Fun!23
937,Denise,Johnson,3/9/1986,Employee,21.05,17,true,denisejohnson,Fun!23
938,Kylie,King,2/23/1936,Employee,8.12,9,true,kylieking,Fun!23
939,Carol,Elliott,12/12/1910,Employee,6.96,9,true,carolelliott,Fun!23
940,Elizabeth,Rodriguez,8/23/1928,Employee,9.56,11,false,elizabethrodriguez,Fun!23
941,Ana,Andrade,2/7/1948,Employee,4.13,10,true,anaandrade,Fun!23
942,Sharon,Castillo,11/22/1906,Employee,42.89,6,true,sharoncastillo,Fun!23
943,Paul,Herman,7/4/1914,Employee,4.56,7,false,paulherman,Fun!23
944,Amber,Conley,8/31/1954,Employee,2.47,10,false,amberconley,Fun!23
945,Suzanne,Kennedy,10/8/1946,Employee,32.98,7,false,suzannekennedy,Fun!23
946,Brett,Mathis,3/2/1901,Employee,18.00,8,false,brettmathis,Fun!23
947,Ashley,Frye,3/7/1934,Employee,21.19,12,false,ashleyfrye,Fun!23
948,Ronald,Martinez,10/30/1931,Employee,21.76,5,true,ronaldmartinez,Fun!23
949,Daniel,Summers,7/10/1907,Employee,6.89,7,false,danielsummers,Fun!23
950,Robert,Wang,9/24/1914,Employee,49.42,5,false,robertwang,Fun!23
951,Katherine,Mcdonald,1/17/1961,Employee,32.57,7,true,katherinemcdonald,Fun!23
952,Mitchell,Gross,1/6/1975,Employee,5.55,4,true,mitchellgross,Fun!23
953,Darrell,Jones,8/31/1924,Employee,1.86,8,true,darrelljones,Fun!23
954,Jennifer,Hernandez,11/3/1969,Employee,53.35,4,false,jenniferhernandez,Fun!23
955,Amy,Hall,9/19/1989,Employee,12.01,7,true,amyhall,Fun!23
956,Ryan,Washington,1/15/1969,Employee,24.77,10,false,ryanwashington,Fun!23
957,Robert,Flores,11/16/1976,Employee,40.09,5,true,robertflores,Fun!23
958,Becky,Simpson,9/6/1986,Employee,34.98,9,true,beckysimpson,Fun!23
959,Alexandra,Cook,1/12/1966,Employee,0.81,13,true,alexandracook,Fun!23
960,Miranda,Walker,7/12/1919,Employee,31.80,9,false,mirandawalker,Fun!23
961,Ashley,Morales,3/23/1984,Employee,7.99,11,false,ashleymorales,Fun!23
962,Vincent,Harrison,8/27/1901,Employee,12.46,15,false,vincentharrison,Fun!23
963,Christopher,Berry,5/27/1958,Employee,14.37,13,true,christopherberry,Fun!23
964,Roger,Casey,9/28/1938,Employee,25.18,15,false,rogercasey,Fun!23
965,James,Simmons,3/18/2000,Employee,9.66,9,false,jamessimmons,Fun!23
966,Mary,Anderson,6/16/1924,Employee,12.78,18,false,maryanderson,Fun!23
967,Andrea,Riley,2/5/1952,Employee,15.59,3,false,andreariley,Fun!23
968,Krista,Beck,1/12/1953,Employee,31.38,10,false,kristabeck,Fun!23
969,Amy,Fuller,4/17/1901,Employee,34.52,7,true,amyfuller,Fun!23
