ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAirlines Membership,Username,Password
631,Derek,Lopez,1/16/1911,Employee,4014.28,0,false,dereklopez,Fun!23
632,Kayla,Smith,8/23/1944,Employee,10043.13,0,true,kaylasmith,Fun!23
633,Christopher,Osborne,10/25/1982,Employee,12546.43,0,false,christopherosborne,Fun!23
634,Mercedes,Nichols,5/1/1984,Employee,13704.4,0,true,mercedesnichols,Fun!23
635,Beth,Sharp,4/12/1968,Employee,11936.15,0,false,bethsharp,Fun!23
636,Scott,Bailey,3/18/1909,Employee,6078.79,0,true,scottbailey,Fun!23
637,Crystal,Young,4/4/1977,Employee,4355.9,0,false,crystalyoung,Fun!23
638,Allen,Arnold,8/12/1951,Employee,19878.34,0,true,allenarnold,Fun!23
639,Donald,Tran,7/20/1982,Employee,15783.83,0,true,donaldtran,Fun!23
640,Christopher,Fields,3/14/1961,Employee,9363.69,0,true,christopherfields,Fun!23
641,Luis,Johnson,4/3/1982,Employee,10448.84,0,true,luisjohnson,Fun!23
642,Krista,Lambert,7/30/1997,Employee,17515.91,0,false,kristalambert,Fun!23
643,Nicholas,Copeland,11/1/1941,Employee,14289.72,0,true,nicholascopeland,Fun!23
644,Mark,Rogers,6/16/2000,Employee,19818.88,0,false,markrogers,Fun!23
645,Jessica,Ramirez,12/25/1980,Employee,6379.38,0,true,jessicaramirez,Fun!23
646,Matthew,Gonzalez,11/18/1960,Employee,12394.02,0,false,matthewgonzalez,Fun!23
647,Rose,Burgess,8/23/1992,Employee,4204.77,0,true,roseburgess,Fun!23
648,Holly,Schneider,12/15/1964,Employee,13893.31,0,true,hollyschneider,Fun!23
649,Joanna,Knight,1/31/1970,Employee,9297.2,0,false,joannaknight,Fun!23
650,David,Cox,6/12/1999,Employee,9999.27,0,false,davidcox,Fun!23
651,Elizabeth,Reyes,2/5/1922,Employee,8355.66,0,true,elizabethreyes,Fun!23
652,Melissa,Mcdonald,9/15/1965,Employee,18135.08,0,false,melissamcdonald,Fun!23
653,James,Anderson,12/30/1912,Employee,19928.05,0,false,jamesanderson,Fun!23
654,Loretta,Phillips,6/19/1938,Employee,12974.49,0,false,lorettaphillips,Fun!23
655,Gina,Swanson,7/22/1933,Employee,17001.28,0,true,ginaswanson,Fun!23
656,Kimberly,Martinez,3/28/1991,Employee,10279.62,0,true,kimberlymartinez,Fun!23
657,Stephanie,Kirby,4/24/1990,Employee,4997.72,0,false,stephaniekirby,Fun!23
658,Teresa,Gardner,6/14/1929,Employee,9430.4,0,true,teresagardner,Fun!23
659,Brandon,Flores,5/16/1941,Employee,3984.01,0,true,brandonflores,Fun!23
660,Anthony,Moore,4/3/1977,Employee,14969.99,0,true,anthonymoore,Fun!23
661,Steven,Hartman,3/28/1912,Employee,13046.57,0,true,stevenhartman,Fun!23
662,Derek,Macias,4/23/1910,Employee,7573.49,0,true,derekmacias,Fun!23
663,Christopher,Robinson,5/29/1971,Employee,12397.86,0,false,christopherrobinson,Fun!23
664,Scott,Dunn,11/13/1997,Employee,3805.05,0,false,scottdunn,Fun!23
665,Lawrence,Henry,9/28/1938,Employee,14361.62,0,true,lawrencehenry,Fun!23
666,Gabriel,Sanders,6/18/1994,Employee,9666.64,0,false,gabrielsanders,Fun!23
667,Lori,Hall,4/23/1930,Employee,14637.85,0,false,lorihall,Fun!23
668,Brittany,Richard,8/1/1933,Employee,18360.45,0,true,brittanyrichard,Fun!23
669,Sarah,Jones,6/28/1906,Employee,10551.31,0,true,sarahjones,Fun!23
670,Nicholas,Jackson,12/9/1983,Employee,16465.15,0,true,nicholasjackson,Fun!23
671,Julia,Jones,5/10/1984,Employee,18631.08,0,true,juliajones,Fun!23
672,Jennifer,Schultz,8/29/1924,Employee,10798.35,0,false,jenniferschultz,Fun!23
673,Ashley,Walker,7/26/1972,Employee,7599.1,0,true,ashleywalker,Fun!23
674,Michael,Parrish,2/27/1918,Employee,14804.07,0,false,michaelparrish,Fun!23
675,Alyssa,Poole,9/12/1964,Employee,17302.1,0,true,alyssapoole,Fun!23
676,William,Ortiz,9/3/1975,Employee,19640.62,0,true,williamortiz,Fun!23
677,Jason,Clark,7/17/1978,Employee,10141.27,0,true,jasonclark,Fun!23
678,Jason,Lee,6/12/1983,Employee,8435.57,0,true,jasonlee,Fun!23
679,Lisa,Miller,7/17/1981,Employee,18823.16,0,true,lisamiller,Fun!23
680,Tyrone,Johnston,8/2/1911,Employee,4215.14,0,true,tyronejohnston,Fun!23
681,Linda,Rodriguez,5/31/1961,Employee,14455.47,0,true,lindarodriguez,Fun!23
682,Kenneth,Davis,10/22/1970,Employee,4826.77,0,false,kennethdavis,Fun!23
683,Sarah,Griffin,4/4/1974,Employee,10285.82,0,true,sarahgriffin,Fun!23
684,Rebecca,Nguyen,10/18/1956,Employee,4662.09,0,true,rebeccanguyen,Fun!23
685,Anna,Davis,7/2/1978,Employee,16894.69,0,true,annadavis,Fun!23
686,Cynthia,Giles,4/9/1958,Employee,11579.41,0,false,cynthiagiles,Fun!23
687,Mary,Gonzalez,5/7/1926,Employee,11712.93,0,true,marygonzalez,Fun!23
688,Ann,Miller,5/27/1996,Employee,9769.4,0,false,annmiller,Fun!23
689,Jose,Farley,12/9/1940,Employee,11192.47,0,true,josefarley,Fun!23
690,Carl,Foley,7/1/1905,Employee,9230.94,0,true,carlfoley,Fun!23
691,Christine,Ellis,10/4/1962,Employee,4006.74,0,false,christineellis,Fun!23
692,John,Blevins,2/3/1981,Employee,13479.76,0,true,johnblevins,Fun!23
693,Travis,Burton,8/25/1978,Employee,13229.18,0,true,travisburton,Fun!23
694,Timothy,Bernard,1/13/1982,Employee,14336.21,0,false,timothybernard,Fun!23
695,Christina,Dodson,6/25/1961,Employee,13590.62,0,false,christinadodson,Fun!23
696,Andrew,Atkins,2/16/1979,Employee,6643.17,0,true,andrewatkins,Fun!23
697,Jeffrey,Best,6/25/1915,Employee,18165.16,0,true,jeffreybest,Fun!23
698,Perry,Hill,5/15/1911,Employee,8907.11,0,true,perryhill,Fun!23
699,Mary,Lee,10/24/1946,Employee,10230.64,0,true,marylee,Fun!23
700,Julia,Young,12/2/1965,Employee,5661.26,0,false,juliayoung,Fun!23
701,John,Blair,9/7/1904,Employee,9673.95,0,false,johnblair,Fun!23
702,John,Hill,11/22/1919,Employee,16738.04,0,true,johnhill,Fun!23
703,Wesley,Williamson,3/31/1939,Employee,19656.63,0,false,wesleywilliamson,Fun!23
704,Christopher,Davis,3/12/2000,Employee,14615.38,0,false,christopherdavis,Fun!23
705,Leonard,King,12/1/1934,Employee,10858.75,0,false,leonardking,Fun!23
706,Gary,Smith,8/4/1985,Employee,14034.55,0,false,garysmith,Fun!23
707,Thomas,Sanders,6/26/1956,Employee,13842.42,0,false,thomassanders,Fun!23
708,John,Davis,9/8/1923,Employee,18246.76,0,false,johndavis,Fun!23
709,Thomas,Hall,12/19/1955,Employee,15064.02,0,true,thomashall,Fun!23
710,Douglas,Hernandez,10/11/1955,Employee,15484.17,0,false,douglashernandez,Fun!23
711,Miranda,Mason,12/9/1920,Employee,8793.13,0,false,mirandamason,Fun!23
712,Teresa,Stewart,2/7/1924,Employee,7196.03,0,true,teresastewart,Fun!23
713,Anthony,Adams,5/4/1968,Employee,17117.99,0,true,anthonyadams,Fun!23
714,Timothy,Jones,3/20/1995,Employee,14238.25,0,false,timothyjones,Fun!23
715,Jermaine,Dean,4/6/1900,Employee,18583.62,0,false,jermainedean,Fun!23
716,Joshua,Banks,11/12/1953,Employee,7625.3,0,true,joshuabanks,Fun!23
717,Daniel,Smith,5/20/1961,Employee,14769.94,0,false,danielsmith,Fun!23
718,Victor,Harris,11/30/1909,Employee,5147.52,0,false,victorharris,Fun!23
719,Phillip,Meyer,6/17/1973,Employee,14772.39,0,false,phillipmeyer,Fun!23
720,Cody,Robles,8/16/1922,Employee,9054.27,0,true,codyrobles,Fun!23
721,Carmen,Hays,10/18/1929,Employee,19872.5,0,false,carmenhays,Fun!23
722,Jorge,Haley,1/9/1913,Employee,6927.9,0,true,jorgehaley,Fun!23
723,Sean,Hernandez,7/27/1960,Employee,14601.65,0,false,seanhernandez,Fun!23
724,Kelly,Jordan,11/7/1917,Employee,17019.86,0,false,kellyjordan,Fun!23
725,Joshua,Hickman,11/13/1996,Employee,15573.09,0,true,joshuahickman,Fun!23
726,Jennifer,Guzman,9/18/1936,Employee,12175.43,0,true,jenniferguzman,Fun!23
727,Nathan,Thompson,10/27/1991,Employee,11779.88,0,true,nathanthompson,Fun!23
728,William,Adkins,6/12/1997,Employee,14532.09,0,true,williamadkins,Fun!23
729,Willie,Hobbs,6/16/1987,Employee,16558.44,0,true,williehobbs,Fun!23
730,Holly,Cruz,10/12/1953,Employee,3984.39,0,true,hollycruz,Fun!23
731,John,Jones,6/17/1976,Employee,12499.8,0,false,johnjones,Fun!23
732,Allison,Weaver,8/1/1978,Employee,19791.21,0,true,allisonweaver,Fun!23
733,Michael,Nunez,11/16/1976,Employee,17177.39,0,true,michaelnunez,Fun!23
734,Douglas,Bryant,5/14/1999,Employee,14144.3,0,true,douglasbryant,Fun!23
735,Christopher,Underwood,11/14/1992,Employee,3141.57,0,true,christopherunderwood,Fun!23
736,Kimberly,Roberts,5/10/1999,Employee,9191.67,0,false,kimberlyroberts,Fun!23
737,Michael,Cowan,9/21/1971,Employee,10586.41,0,false,michaelcowan,Fun!23
738,Michael,Mccormick,1/31/1910,Employee,3629.09,0,false,michaelmccormick,Fun!23
739,Jennifer,Bailey,10/5/1987,Employee,6974.08,0,false,jenniferbailey,Fun!23
740,Jerry,Gamble,8/12/1993,Employee,19964.58,0,false,jerrygamble,Fun!23
741,Henry,Salazar,12/8/1975,Employee,16014.56,0,true,henrysalazar,Fun!23
742,Kevin,Boone,9/22/1910,Employee,3979.65,0,true,kevinboone,Fun!23
743,Rodney,Mcneil,6/10/1911,Employee,5264.84,0,false,rodneymcneil,Fun!23
744,Angela,Carney,7/21/1942,Employee,13541.04,0,false,angelacarney,Fun!23
745,Dennis,Smith,2/18/1919,Employee,15403.39,0,true,dennissmith,Fun!23
746,Jared,Scott,5/22/1964,Employee,6403.88,0,false,jaredscott,Fun!23
747,Monica,Craig,10/1/1997,Employee,18134.03,0,false,monicacraig,Fun!23
748,Sandy,Blackwell,5/14/1998,Employee,12024.69,0,false,sandyblackwell,Fun!23
749,Brittney,Daniel,3/23/1924,Employee,17687.09,0,false,brittneydaniel,Fun!23
750,Rebecca,Fisher,5/13/1971,Employee,10844,0,false,rebeccafisher,Fun!23
751,Nicole,Hart,3/4/1964,Employee,16257.24,0,true,nicolehart,Fun!23
752,Howard,Davenport,4/2/1901,Employee,9439.39,0,false,howarddavenport,Fun!23
753,Anita,Fletcher,12/14/1959,Employee,19304.95,0,false,anitafletcher,Fun!23
754,Elizabeth,Torres,4/22/1986,Employee,8296.68,0,false,elizabethtorres,Fun!23
755,Jeffrey,Rodriguez,1/14/1954,Employee,18569.01,0,true,jeffreyrodriguez,Fun!23
756,Megan,Smith,10/11/1918,Employee,8704.23,0,false,megansmith,Fun!23
757,David,Summers,1/16/1938,Employee,5156.1,0,true,davidsummers,Fun!23
758,Brian,Rojas,11/24/1984,Employee,15723.53,0,false,brianrojas,Fun!23
759,Jennifer,Carr,1/24/1944,Employee,4892.62,0,true,jennifercarr,Fun!23
760,Tiffany,Jones,11/29/1947,Employee,14216.6,0,true,tiffanyjones,Fun!23
761,Catherine,Mann,3/3/1920,Employee,16674.54,0,true,catherinemann,Fun!23
762,Sara,Fox,9/4/1974,Employee,17301.98,0,true,sarafox,Fun!23
763,Jeremy,Foster,6/6/1957,Employee,6360.56,0,false,jeremyfoster,Fun!23
764,Michael,Flores,8/31/1927,Employee,17063.59,0,true,michaelflores,Fun!23
765,William,Rice,5/16/1994,Employee,8275,0,false,williamrice,Fun!23
766,Rachel,Hart,1/12/1928,Employee,3999.86,0,false,rachelhart,Fun!23
767,Richard,Sullivan,12/22/1904,Employee,9605.98,0,true,richardsullivan,Fun!23
768,Jennifer,Evans,1/15/1984,Employee,19084.77,0,false,jenniferevans,Fun!23
769,Brandy,Wilkerson,6/22/1989,Employee,16659.6,0,false,brandywilkerson,Fun!23
770,Laurie,Mendoza,3/19/1984,Employee,19692.97,0,false,lauriemendoza,Fun!23
771,Michelle,Ray,12/17/1908,Employee,8667.58,0,false,michelleray,Fun!23
772,Alexis,Black,3/12/1963,Employee,9919.81,0,true,alexisblack,Fun!23
773,Sean,Smith,10/18/1964,Employee,10070,0,true,seansmith,Fun!23
774,Elizabeth,Dominguez,9/2/1927,Employee,16099.17,0,false,elizabethdominguez,Fun!23
775,Lori,Johnson,7/26/1941,Employee,8540.55,0,true,lorijohnson,Fun!23
776,Bryan,Fields,12/24/1941,Employee,12771.28,0,true,bryanfields,Fun!23
777,Michael,Thomas,4/15/1951,Employee,8182.42,0,true,michaelthomas,Fun!23
778,Craig,Brown,12/26/1945,Employee,14929.17,0,false,craigbrown,Fun!23
779,Sabrina,Nguyen,3/5/1940,Employee,4600.37,0,false,sabrinanguyen,Fun!23
780,Hayden,Mcdaniel,10/29/1974,Employee,12171.08,0,true,haydenmcdaniel,Fun!23
781,Michelle,Rivera,1/27/1918,Employee,6996.06,0,false,michellerivera,Fun!23
782,Alexandra,Simpson,7/2/1995,Employee,16201.43,0,false,alexandrasimpson,Fun!23
783,Richard,Paul,1/25/1944,Employee,9194.22,0,false,richardpaul,Fun!23
784,Keith,Christensen,11/7/1981,Employee,4215.75,0,false,keithchristensen,Fun!23
785,Patrick,Bennett,11/24/1915,Employee,15203.63,0,true,patrickbennett,Fun!23
786,Patricia,Mcdonald,8/28/1905,Employee,18762.47,0,false,patriciamcdonald,Fun!23
787,Tracy,Fitzgerald,12/6/1984,Employee,9575.82,0,true,tracyfitzgerald,Fun!23
788,Kathy,Smith,7/10/1993,Employee,18382.54,0,false,kathysmith,Fun!23
789,Teresa,Taylor,5/9/1983,Employee,6278.01,0,true,teresataylor,Fun!23
790,Hector,Whitney,4/6/1966,Employee,12991.24,0,false,hectorwhitney,Fun!23
791,Timothy,Johnson,9/9/1927,Employee,15594.82,0,false,timothyjohnson,Fun!23
792,Alyssa,Kelly,5/10/1927,Employee,3049.76,0,false,alyssakelly,Fun!23
793,Colleen,Hall,8/18/1968,Employee,15029.06,0,true,colleenhall,Fun!23
794,Erin,Jones,3/28/1905,Employee,6170.99,0,true,erinjones,Fun!23
795,Mark,Stewart,12/15/1912,Employee,6915.74,0,false,markstewart,Fun!23
796,Debra,Raymond,11/17/1924,Employee,19638.93,0,true,debraraymond,Fun!23
797,Erin,Mejia,5/18/1950,Employee,12936.44,0,false,erinmejia,Fun!23
798,Micheal,Sanders,9/12/1964,Employee,7645.05,0,true,michealsanders,Fun!23
799,Stephanie,Obrien,12/18/1997,Employee,10080.55,0,false,stephanieobrien,Fun!23
800,Holly,Davidson,2/23/1962,Employee,7419.06,0,false,hollydavidson,Fun!23
801,George,Ayala,1/28/1921,Employee,19033.63,0,true,georgeayala,Fun!23
802,Michelle,Oliver,5/29/1924,Employee,8462.44,0,true,michelleoliver,Fun!23
803,George,Proctor,1/6/1901,Employee,18693.84,0,true,georgeproctor,Fun!23
804,Michelle,Griffin,8/16/1990,Employee,18158.83,0,false,michellegriffin,Fun!23
805,Michelle,Maynard,11/14/1985,Employee,10682.4,0,true,michellemaynard,Fun!23
806,Elizabeth,Castillo,1/18/1913,Employee,3856.83,0,true,elizabethcastillo,Fun!23
807,Jonathan,Martinez,1/12/1961,Employee,10968.48,0,false,jonathanmartinez,Fun!23
808,Tanya,Johnson,4/1/2000,Employee,13360.87,0,false,tanyajohnson,Fun!23
809,Megan,Thompson,6/20/1964,Employee,10253.61,0,false,meganthompson,Fun!23
810,Emily,Estes,5/26/1923,Employee,17731.16,0,true,emilyestes,Fun!23
811,Melissa,Johnson,3/13/1913,Employee,18050.47,0,true,melissajohnson,Fun!23
812,Casey,Navarro,8/5/1985,Employee,12295.16,0,false,caseynavarro,Fun!23
813,Shawn,Lee,8/21/1913,Employee,14669.52,0,true,shawnlee,Fun!23
814,Brandi,Daniel,9/14/1946,Employee,3782.71,0,false,brandidaniel,Fun!23
815,Jose,Smith,6/28/1942,Employee,8592.35,0,false,josesmith,Fun!23
816,Alicia,Moran,5/12/1930,Employee,8468.69,0,false,aliciamoran,Fun!23
817,Jennifer,Jones,12/10/1918,Employee,16210.42,0,true,jenniferjones,Fun!23
818,Andrew,Norris,3/10/1911,Employee,6430.06,0,true,andrewnorris,Fun!23
819,Maria,Young,2/2/1948,Employee,7976.91,0,false,mariayoung,Fun!23
820,Ann,Rogers,12/27/1978,Employee,9962.28,0,false,annrogers,Fun!23
821,Felicia,Carlson,4/29/1942,Employee,18323.84,0,true,feliciacarlson,Fun!23
822,Chad,Green,8/27/1975,Employee,18896.37,0,false,chadgreen,Fun!23
823,Tanya,Turner,7/21/1957,Employee,19123.05,0,true,tanyaturner,Fun!23
824,Joseph,Fritz,12/22/1914,Employee,11914.52,0,false,josephfritz,Fun!23
825,James,Simpson,7/1/2000,Employee,7898.23,0,true,jamessimpson,Fun!23
826,Ernest,Bentley,4/8/1978,Employee,15691.29,0,false,ernestbentley,Fun!23
827,Crystal,Hayes,11/15/1968,Employee,13714.38,0,true,crystalhayes,Fun!23
828,Jessica,Lloyd,12/14/1961,Employee,18645.57,0,true,jessicalloyd,Fun!23
829,Julie,Shaw,9/29/1919,Employee,15018.76,0,false,julieshaw,Fun!23
830,Mark,Thompson,1/8/1991,Employee,11670.61,0,false,markthompson,Fun!23
831,Michael,Prince,6/27/1904,Employee,9243.16,0,true,michaelprince,Fun!23
832,Craig,Fleming,3/7/1968,Employee,18854.77,0,false,craigfleming,Fun!23
833,Michael,Williamson,12/15/1918,Employee,17177.17,0,false,michaelwilliamson,Fun!23
834,Sarah,Stanton,5/1/1998,Employee,6248.3,0,false,sarahstanton,Fun!23
835,Marcia,Snyder,6/5/1915,Employee,16904.97,0,true,marciasnyder,Fun!23
836,Gary,Park,4/14/1923,Employee,10791.78,0,false,garypark,Fun!23
837,Cynthia,Ellis,10/29/1981,Employee,13279.04,0,false,cynthiaellis,Fun!23
838,Victoria,White,7/10/1923,Employee,19296.34,0,false,victoriawhite,Fun!23
839,Juan,Brock,7/6/1924,Employee,10106.98,0,false,juanbrock,Fun!23
840,Sandra,Newton,5/26/1998,Employee,12429.49,0,true,sandranewton,Fun!23
841,Victor,Anderson,9/24/1999,Employee,19545.33,0,false,victoranderson,Fun!23
842,Dana,Miller,2/5/1948,Employee,13452.86,0,false,danamiller,Fun!23
843,Kevin,Tran,5/25/1989,Employee,15808.44,0,false,kevintran,Fun!23
844,Linda,Miller,8/17/1901,Employee,15805.64,0,false,lindamiller,Fun!23
845,Jacob,Norton,2/8/1913,Employee,15366.9,0,true,jacobnorton,Fun!23
846,Joshua,Gomez,2/12/1924,Employee,5679.66,0,false,joshuagomez,Fun!23
847,Robin,Wilson,2/1/1941,Employee,7230.57,0,true,robinwilson,Fun!23
848,Amy,Parsons,5/2/1906,Employee,13642.53,0,false,amyparsons,Fun!23
849,Philip,Holt,12/5/1933,Employee,16798.68,0,true,philipholt,Fun!23
850,Alison,Hicks,1/2/1956,Employee,11301.01,0,false,alisonhicks,Fun!23
851,Alexander,Wilson,4/30/1950,Employee,9465.41,0,false,alexanderwilson,Fun!23
852,Nicole,Lloyd,6/10/1994,Employee,16393.27,0,true,nicolelloyd,Fun!23
853,Michael,Clarke,5/30/1939,Employee,4346.11,0,false,michaelclarke,Fun!23
854,Nicholas,Smith,10/12/1938,Employee,17994.61,0,false,nicholassmith,Fun!23
855,Laurie,Johnson,7/13/1999,Employee,12435.2,0,false,lauriejohnson,Fun!23
856,George,Gilbert,11/30/1969,Employee,13232.95,0,false,georgegilbert,Fun!23
857,Kristine,Smith,10/16/1977,Employee,9981.17,0,false,kristinesmith,Fun!23
858,Kevin,Harrison,8/11/1985,Employee,17794.9,0,true,kevinharrison,Fun!23
859,Karl,Davis,5/28/1903,Employee,7111.07,0,true,karldavis,Fun!23
860,Lisa,Peters,5/20/1980,Employee,18961.79,0,true,lisapeters,Fun!23
861,Paul,Harmon,5/26/1967,Employee,9584.37,0,true,paulharmon,Fun!23
862,Brandon,Miller,3/14/1971,Employee,5438.67,0,false,brandonmiller,Fun!23
863,Mark,Gonzalez,7/6/1912,Employee,18019.63,0,true,markgonzalez,Fun!23
864,Christopher,Lucero,4/12/1961,Employee,7050.95,0,true,christopherlucero,Fun!23
865,Sherry,Mora,6/6/1939,Employee,14092.24,0,false,sherrymora,Fun!23
866,Jody,Sanchez,7/18/1972,Employee,7820.32,0,false,jodysanchez,Fun!23
867,Christian,Ellis,3/14/1978,Employee,9613.1,0,false,christianellis,Fun!23
868,Sandra,Sutton,1/12/1933,Employee,11979.29,0,true,sandrasutton,Fun!23
869,Kenneth,House,1/28/1986,Employee,6596.4,0,true,kennethhouse,Fun!23
870,Wendy,Montoya,3/31/1985,Employee,11057.95,0,false,wendymontoya,Fun!23
871,Bryan,Wise,11/16/1900,Employee,9141.16,0,false,bryanwise,Fun!23
872,Joseph,Robinson,11/21/1951,Employee,17157.51,0,false,josephrobinson,Fun!23
873,Mindy,Ross,10/20/1966,Employee,5431.48,0,false,mindyross,Fun!23
874,Sonia,Durham,6/1/1921,Employee,17308.14,0,false,soniadurham,Fun!23
875,John,House,7/16/1903,Employee,4770.42,0,true,johnhouse,Fun!23
876,Carolyn,Dunn,11/9/1911,Employee,10385.29,0,false,carolyndunn,Fun!23
877,Curtis,Phillips,1/13/1912,Employee,19333.14,0,false,curtisphillips,Fun!23
878,Kenneth,Boyd,11/6/1957,Employee,14254.48,0,false,kennethboyd,Fun!23
879,Jennifer,Davidson,4/29/1978,Employee,12722.09,0,false,jenniferdavidson,Fun!23
880,Brett,Higgins,4/6/1974,Employee,14174.9,0,true,bretthiggins,Fun!23
881,Brett,Wallace,1/21/1976,Employee,9247.34,0,false,brettwallace,Fun!23
882,Tyrone,Alvarado,5/2/1968,Employee,3337.96,0,false,tyronealvarado,Fun!23
883,Christina,Villanueva,3/29/1956,Employee,3103.96,0,false,christinavillanueva,Fun!23
884,Mark,Washington,5/14/1917,Employee,3038.18,0,false,markwashington,Fun!23
885,Emily,Cole,10/17/1937,Employee,10399.73,0,true,emilycole,Fun!23
886,Kelly,Herring,2/24/1991,Employee,4867.52,0,false,kellyherring,Fun!23
887,Joseph,Davis,3/13/1901,Employee,5707.59,0,true,josephdavis,Fun!23
888,Stephanie,Williams,10/18/1920,Employee,19529.24,0,true,stephaniewilliams,Fun!23
889,Jorge,Huerta,1/12/1931,Employee,5763.79,0,false,jorgehuerta,Fun!23
890,Jesse,Dunn,9/10/1920,Employee,8763.7,0,true,jessedunn,Fun!23
891,Lauren,Coleman,10/23/1932,Employee,4256.66,0,false,laurencoleman,Fun!23
892,Jack,Morgan,2/20/1969,Employee,10171.23,0,false,jackmorgan,Fun!23
893,Matthew,Mason,2/25/1934,Employee,7761.3,0,true,matthewmason,Fun!23
894,Olivia,Richardson,3/12/1961,Employee,12124.86,0,true,oliviarichardson,Fun!23
895,Justin,Hawkins,8/16/1962,Employee,11349.36,0,false,justinhawkins,Fun!23
896,Amy,Morse,4/1/1941,Employee,8903.18,0,true,amymorse,Fun!23
897,Barbara,Love,1/22/1928,Employee,10430.09,0,false,barbaralove,Fun!23
898,David,Clark,5/20/1907,Employee,16007.78,0,false,davidclark,Fun!23
899,Danielle,Chavez,12/13/1962,Employee,7394.39,0,true,daniellechavez,Fun!23
900,Andre,Ramos,3/6/1902,Employee,3705.12,0,true,andreramos,Fun!23
901,Emily,Chang,5/7/1947,Employee,13016.75,0,true,emilychang,Fun!23
902,Penny,Mcdaniel,2/11/1950,Employee,7750.65,0,false,pennymcdaniel,Fun!23
903,Christina,Carter,1/20/1933,Employee,19088.05,0,false,christinacarter,Fun!23
904,Jennifer,Huang,1/30/1968,Employee,9178.07,0,false,jenniferhuang,Fun!23
905,Melissa,Evans,11/28/1984,Employee,18140.3,0,true,melissaevans,Fun!23
906,Rodney,Moss,12/21/1962,Employee,6790.06,0,false,rodneymoss,Fun!23
907,Anthony,Kramer,1/28/1947,Employee,7726.89,0,false,anthonykramer,Fun!23
908,Carlos,Irwin,11/24/1979,Employee,16304.05,0,true,carlosirwin,Fun!23
909,Victoria,Ellis,12/31/1912,Employee,8797.06,0,false,victoriaellis,Fun!23
910,Kelly,Wilson,10/18/1968,Employee,11963.22,0,false,kellywilson,Fun!23
911,Brendan,Phillips,11/20/1941,Employee,13886.99,0,false,brendanphillips,Fun!23
912,Deanna,Cummings,3/28/1915,Employee,15302.75,0,false,deannacummings,Fun!23
913,Christopher,Ortega,7/8/1975,Employee,9309.01,0,false,christopherortega,Fun!23
914,Amanda,Johnson,12/10/1952,Employee,14438.55,0,true,amandajohnson,Fun!23
915,April,Lopez,5/29/1902,Employee,15833.98,0,false,aprillopez,Fun!23
916,James,Watson,3/15/1955,Employee,12469.79,0,true,jameswatson,Fun!23
917,Kara,Summers,11/6/1986,Employee,7443.06,0,false,karasummers,Fun!23
918,Lisa,Jackson,7/10/1901,Employee,7217.37,0,false,lisajackson,Fun!23
919,Steven,Miller,6/22/1923,Employee,13007.99,0,true,stevenmiller,Fun!23
920,Donald,Villanueva,5/11/1964,Employee,19336.48,0,true,donaldvillanueva,Fun!23
921,Gary,Mckenzie,7/25/1951,Employee,16433.83,0,true,garymckenzie,Fun!23
922,Gregory,Short,11/27/1941,Employee,17290.66,0,false,gregoryshort,Fun!23
923,Dana,Park,11/11/1950,Employee,4692.42,0,false,danapark,Fun!23
924,Matthew,Khan,3/20/1988,Employee,11774.48,0,false,matthewkhan,Fun!23
925,Erica,Burch,3/10/1976,Employee,6435.96,0,false,ericaburch,Fun!23
926,Dalton,Bryant,1/4/1925,Employee,16737.87,0,false,daltonbryant,Fun!23
927,Ruth,Ponce,3/19/1909,Employee,5271.78,0,true,ruthponce,Fun!23
928,Mary,Grant,10/15/1947,Employee,12553.4,0,false,marygrant,Fun!23
929,Sarah,Taylor,10/26/1918,Employee,16482.59,0,true,sarahtaylor,Fun!23
930,Jennifer,Schneider,3/2/1977,Employee,3570.51,0,true,jenniferschneider,Fun!23
931,Tyler,Evans,7/14/1992,Employee,11100.3,0,false,tylerevans,Fun!23
932,David,Hayes,4/20/1959,Employee,13354.64,0,false,davidhayes,Fun!23
933,Kimberly,Miller,6/25/1985,Employee,13399.74,0,false,kimberlymiller,Fun!23
934,Dennis,Cooper,9/24/1988,Employee,19046.71,0,false,denniscooper,Fun!23
935,Phillip,Richardson,12/13/1975,Employee,3357.77,0,false,philliprichardson,Fun!23
936,Sharon,Gillespie,7/22/1963,Employee,18415,0,true,sharongillespie,Fun!23
937,Denise,Johnson,2/19/1944,Employee,19808.34,0,true,denisejohnson,Fun!23
938,Kylie,King,3/4/1909,Employee,12852.74,0,false,kylieking,Fun!23
939,Carol,Elliott,2/8/1928,Employee,12203.65,0,false,carolelliott,Fun!23
940,Elizabeth,Rodriguez,4/13/1951,Employee,11673.12,0,true,elizabethrodriguez,Fun!23
941,Ana,Andrade,1/31/1955,Employee,9286.57,0,true,anaandrade,Fun!23
942,Sharon,Castillo,10/11/1925,Employee,9447.11,0,false,sharoncastillo,Fun!23
943,Paul,Herman,5/19/1984,Employee,3992.6,0,true,paulherman,Fun!23
944,Amber,Conley,5/3/1902,Employee,13779.66,0,false,amberconley,Fun!23
945,Suzanne,Kennedy,1/3/1959,Employee,8810.97,0,false,suzannekennedy,Fun!23
946,Brett,Mathis,3/23/1907,Employee,12611.26,0,true,brettmathis,Fun!23
947,Ashley,Frye,1/13/1934,Employee,13993.13,0,false,ashleyfrye,Fun!23
